news	explanation	label
意大利不识好歹，中国援助抗疫失败？	仿照中国方式的意大利在欧洲宛如异类，抗疫效果也不见佳，中国在不熟悉别国国情的情况下贸然推广经验不明智，群体免疫才是更适合欧美国家的方式。根据意大利最新的疫情追踪，截至4月17日确诊病例168941例，较前一日增长了3813例。看似依旧很高的数字，但相较一个半月前，每天以约8000多例的增长速度来比较，目前的情况相对缓和了许多。也呈慢慢控制的趋势，死亡人数也大幅度下降。目前意大利人已经非常适应了这种隔离的状态，表示深深地了解到目前新冠病毒所造成的危害和传染的疯狂，在家是最安全的措施。意大利此番效仿中国，是欧美为数不多能够正面面对疫情，不用群体免疫政策来逃避的国家。当然这与中国作为第一个援助意大利国家所提供的种种帮助分不开。意大利各大官方主流媒体目前对于中国的报道几乎都是积极正面的。有媒体以“中国将从covid-19传播中拯救全球”为标题，大篇幅赞扬了中国面对疫情的做法。本来应该在4月3日解除的全国封城令一拖再拖，目前总理孔特已宣布延长至5月3日，并且将不遵守该法令的处罚继续升级，最多可被监禁18个月的处罚，可见中国医疗队带给意大利的疫情建议意方是相当重视的。	假
广州好世界广场星巴克员工感染新冠肺炎？	疾控中心通知称，广州好世界广场的星巴克有一位员工诊断为新冠肺炎。广州好世界广场物业管理公司在其微信公众号发布公告称，4月18日接到广州越秀区疾控中心通知，广州好世界广场的星巴克有一位员工诊断为新冠肺炎疑似病例。广州市卫健委称“该病例为无症状感染者，已纳入当天疫情通报无症状感染数据中。” 同时，对于无症状感染者进行集中医学观察，期间若发现有症状，经专家确诊后会转归确诊病例公开。星巴克方面回应表示，该门店已于第一时间关店进行全面消毒，星巴克将积极配合防疫部门的防治工作。	真
羟氯喹+阿奇霉素可以治疗新冠肺炎？	法国科学家Didier Raoult发表论文称，使用羟氯喹和阿奇霉素来治疗新冠，可以得到非常好的效果。4月3日，国际抗微生物生物化学协会（ISAC）在其官方网站上发表公开信声明：由于羟氯喹和阿奇霉素治疗新冠肺炎的非随机临床试验结果没有达到业界共识标准，故此撤回相关论文。全球医生组织中国首席代表时占祥表示：“那个至关重要的试验组——羟氯喹+阿奇霉素联合用药，只有6人，是否有（试验）脱离或死亡没有说明，科学家只能说‘无法给出确定结论’。”	待论证
钟南山说五月份疫情会大爆发？	钟南山院士说的.五月全球疫情全面爆发，疫苗是没病的时候注射才有效。传闻与钟南山近期的表态并不相符。4月14日，钟南山在接受专访时称：“经过前一阶段将近三个月的积极防控，我们国家采取非常强力的抑制政策，现在国内传播基本没有或者很少。中国处于联防联控的情势下，自己产生新的病人以及传播降到最低，现在的问题是在国外，的疫情比较严重，患者继续增高。风险是永远存在的，我们不可能没有交流。目前群防群控，大家都有了自我的防护意识，比如聚会、在小的地方开会等，我们都有明确规定。按照这样的规定，即使有一个或者几个感染，一旦早发现、早诊断、早隔离，就不会出现像第一波那样的暴发，局部有少量的感染是不可避免的。我自己的看法，产生比较大的互相传染机会不大。最后可能面临着外来输入的传染风险，风险不等于现实，如果能够做到原来那一套积极的防控，保持距离，平时不参加集会等情况，我想不应该产生比较大的疫情。”	假
北京南磨房地区出现确诊病例？	网传北京“南磨房有确诊病例”。北京市朝阳区人民政府南磨房地区办事处微信公众号“掌上磨房”发布公告：针对网传“南磨房有确诊病例”，经核实，情况如下：南磨房地区暂未出现新增确诊病例。	假
国家不再对新冠肺炎病人免费治疗？	国家4月份不再对新冠肺炎病人免费治疗。截至4月6日，新冠肺炎确诊住院患者人均医疗费用达2.15万元。目前重症患者人均治疗费用超15万元，少数危重症患者治疗费用达到几十万元，甚至超过百万元，医保均按规定予以报销。按照《关于做好新型冠状病毒感染的肺炎疫情医疗保障的紧急通知》（国医保电〔2020〕5号）和《关于做好新型冠状病毒感染的肺炎疫情医疗保障工作的补充通知》（国医保电〔2020〕6号）有关规定，对于新冠肺炎患者（包括确诊和疑似患者）发生的医疗费用，在基本医保、大病保险、医疗救助等按规定支付后，个人负担部分由财政给予补助。患者个人无需提出补助申请，在就诊或出院结算费用时，医疗机构将自动扣除需由基本医保、大病保险、医疗救助和财政承担的部分。	假
北京珠江绿洲为疫情高风险区域？	网传北京珠江绿洲为疫情高风险区域。北京市朝阳区三间房乡人民政府官方微信公众号4月22日发布消息称，近日，网传“珠江绿洲为疫情高风险区域”，经核实，网上发布的消息系谣言。	假
世卫组织建议暂停足球比赛至2021年底？	有报道称，为避免疫情进一步蔓延，世卫组织建议足球比赛暂停至2021年底。4月22日欧足联发言人在接受采访时表示，欧足联并未收到世卫组织要求暂停比赛的通知。这位未曾透露姓名的工作人员说：“这（世卫组织要求停赛至2021年底）是不正确的，世卫组织从未建议我们在2021年底之前不再进行足球比赛。”	假
北京朝阳区高三学生4月27日按时开学？	朝阳区高三学生将按时开学。北京市教委新闻发言人李奕在在北京市新型冠状病毒肺炎疫情防控工作新闻发布会上表示。虽然朝阳区仍处于疫情高风险地区，但是该区高三年级将按时开学不受影响。	真
商务部指定5家企业生产出口医疗物资？	商务部对外贸易司指定5家企业生产出口医用口罩、医用防护服等医疗物资，出口国别为意大利等15个国家和地区。商务部对外贸易司郑重声明如下：商务部对外贸易司从未向5家企业出具指定其出口医用口罩、医用防护服等医疗物资的文件。对于任何未经我司许可假借我司名义向指定企业提供口罩及医用防护服生产线、配套调配供应所需的原辅材料、与企业签订合同并收取保证金的行为、损害国家机关威信的行为，我司将向相关管理机构举报，并保留追究法律责任的权利。同时，商务部对外贸易司提醒企业和广大公众注意辨别，防止自身权益受到损害。	假
非洲人在华因疫情原因遭虐待？	网传多段视频显示非洲人在中国遭殴打，并配文称“非洲人在广州遭受歧视”等说法。视频一：“互殴”事件发生在纽约，而不是广州4月中旬，一个用法语和英语发布在社交媒体和论坛的视频显示，一对亚洲面孔的男女与一对黑人男女正在打架。社交媒体上有帖子称，“一对肯尼亚夫妇在武汉街头与一对中国夫妇互殴……” 还有类似的帖子称，事件发生在广州。法新社称，在视频的背景里，可以找到有助于定位的线索，包括写有“SBH”的蓝色标牌，和名为“PayOMatic”的店面等。法新社随后通过谷歌街景服务查询到了这些标志所在的位置，并通过视频中出现的涂鸦，马路边的树和消防栓等的位置，验证了视频拍摄所在地。这段视频的发生地其实是纽约布朗克斯区(Brox)的一家亚洲餐馆前，视频本身于2020年3月18日首次出现在网上。视频二：殴打事件发生于2016年，地点在马来西亚这一视频的发表者称：“请看我们的兄弟在中国遭到的遭遇”。视频中，出现了一个男子，被几个亚洲面孔的人用铁棍打倒在地。该视频同样以法语和英语文字在社交网络传播。然而经过核查，这一视频的	假
河南一孤寡老人去世后，存款归国家所有？	网传消息称，河南有一孤寡老人去世留8万元存款却取不出？银行称这笔钱归国家所有。4月20日，河南电视台民生频道《小莉帮忙》节目报道了此事：刘女士的姑姑去世了，她一生未婚，无儿无女，父母、哥哥（刘女士的父亲）都去世了，目前在世的亲属中只有刘女士姊妹六人。姑姑没有立遗嘱，临走前把自己8万元的存折给了刘女士，密码也告诉了她，但刘女士去取钱时却发现钱取不出来。郑州农商银行表示，需要提供法院的调解书、判决书，或公证处出具的证明才能取款，否则银行会一直保管这笔钱。河南省郑州市中州公证处则表示，死者的侄子侄女既不是法定第一顺序继承人，也不是第二顺序继承人，对其姑姑的遗产不享有继承权。河南国基律师事务所齐锦营律师表示，无人继承又无受遗赠的遗产，归国家所有。可见，只是因刘女士不是第一、第二顺序继承人，需要公证、调解或判决后才能继承亲属遗产。自媒体却断章取义，歪曲新闻报道，造谣成“亲属无法继承，遗产全部充公”。	假
新冠肺炎治愈者可免受再次感染？	新冠肺炎治愈者会获得抗体，可免受再次感染。世界卫生组织在其网站4月24号发表的科学简报中说，抗体免疫的有效性仍需更多证据。文章指出，那些认为自己对再次感染已经免疫的人很可能忽视公共卫生建议，这样的认证反而会增加病毒继续传播的风险。	待论证
武汉病毒所石正丽出逃向美使馆申请庇护？	海外有传闻称，石正丽带着全家人和“近千份秘密文件”出逃欧洲，已经在法国“向美国大使馆申请庇护”。石正丽发布朋友圈称：“亲爱的朋友，我和家人一切安好！不管有多困难，都不会出现‘叛逃’谣言中说的情况。我们没有做错什么，我们心中有对科学坚定的信念。一定会有云开日出的那一天。”	假
印度、非洲活埋新冠病毒感染者？	网上流传着一段2分17秒的视频。视频中，两台挖掘机正在作业，旁边有很多人围观，一部分人反复跳进正在挖掘的泥土坑里，丝毫不理会坑里的积水和从挖掘机上落下的大量泥土。现场充斥着挖掘机的作业声和人们的叫喊声，场面一度失控。有自媒体将这段视频描述为“印度活埋新冠病毒感染者”或“非洲无力治疫，采用活埋病人法隔离”等等。2018年3月26日，在YouTube上一个名为“dWTOnline”的频道发布了一段名为“‘Goudader’ Tapoeripagebied”的视频，与网传视频的内容和时长一模一样。检索“dWTOnline”，其全名为“De Ware Tijd Online”，是苏里南共和国当地一家媒体。苏里南共和国，位于南美洲北部，是南美洲最小的国家，官方语言为荷兰语。在荷兰语中“Goudader”即“金矿”，“Tapoeripagebied”即“塔珀里帕地区”。另外，苏里南当地媒体《苏里南先驱报》（Suriname Herald）2018年3月27日也对此事进行了报道，并引用了“dWTOnline”发布的视频。报道称“最近在塔普里帕（Tapuripa）挖掘到一条丰富的金矿脉，淘金者们乘公共汽车去挖矿，在新金矿井中发生了危险的场面。图像显示在挖掘机挖矿时，这些人在金矿井中互相搏斗。”自然资源部长雷吉利奥·多德森（Regillio Dodson）表示，国有矿业公司Grassalco将控制Brokopondo地区Tapuripa的Dreipada Poule金矿。	假
新冠病毒可通过性行为传播？	中国的研究人员又在感染者的精液中发现了新冠病毒，新冠病毒有可能通过性行为传播。中国人民解放军总医院南楼呼吸科、解放军总医院肾脏病科、解放军肾脏病研究所、北京朝阳医院、河南商丘市立医院多位专家组成的研究团队对河南商丘市立医院38名男性感染者的精液进行了检测，在其中6名患者的精液中检测到了新冠病毒的遗传物质，约占比16%。论文指出，其中4名精液样本呈阳性的患者正处于新冠感染的急性期。而尤其值得注意的一点是，另外两名病毒检测呈阳性的患者正处于康复期。研究人员指出，这项研究存在着样本量小、后续随访时间短等不足。因此，关于新冠病毒的脱落、存活时间、精液中的浓度等方面的详细信息还有待进一步的研究。有医学专家们表示，这只是初步研究，仍然留下了许多问题有待进一步探明，比如精子中有多少病毒载量，病毒是否可以通过性行为传播。	待论证
钟南山为企业产品做商业代言？	网传知名人士反映中国工程院院士钟南山为安慕希、连花清瘟等企业产品打商业广告等行为。“你和我说的事情，我一概不知情，谢谢你告诉我。”5月16日晚9时许，钟南山院士致电红星新闻记者称，“类似传闻太多了，所以我不会去管它，也根本不在乎。”红星新闻记者提及网传的安慕希等产品时，钟南山院士明确告诉红星新闻：“我从来没有给任何企业和产品代言，我怎么会做那些东西？搞那个和我的业务有什么关系呢？谢谢你告诉我这些消息。”	假
有“黄牛”在珠海兜售核酸采样证明？	澳门社交媒体上流传一则信息，称珠海有“黄牛”在兜售盖章核酸采样证明。珠海市卫健局回应称，获悉这则信息后，信息中指向的珠海市中西医结合医院立即对反映的情况进行核查。经医院辨认，社交媒体所发的第一张图片是该院体检中心画面，第二、第三张均不是该院画面，第四张为被采样人的核酸采集证明，第五张是被采样人正在填写采样前的表格。院方经过调看监控录像、排查现场医务人员和巡视保安后，均未发现信息中所述情况。通过电话，院方与图片中核酸受检人员陈某取得联系，陈某证实确是自己的核酸检测采样证明。他按照公司规定，将这张证明发到了公司群里，至于图片如何流传出去被作他用，则无从得知。	假
武汉汉口区一男子突然倒地不起，武汉疫情二次爆发？	一则“武汉汉口区中山公园一男子突然倒地不起”的传言就在网络上传播。传言称，事情发生于5月13日，该黄衣男子走着走着突然倒地不起，之后被救护车拉走。传言还将此解读为“武汉东西湖区、汉口区、江汉区、江岸区等都出现严重疫情，大爆发已经开始”。武汉市公安局江汉分局中展派出所民警称，这则“倒地”事件实际发生在5月10日，倒地男子姓黄，50岁左右，外地在汉工作人员。次日，该男子因脑溢血抢救无效不幸离世，民警已设法找到其家人。据分析，意外或许与戴着口罩运动有关。对此，武汉市中心医院胸外科主任陈宝钧特别提醒：戴口罩运动会导致通气阻力明显增加，通气量下降，人会感觉呼吸不畅、难受，同时由于氧气摄入不足，会导致心肺负担加重，对心肺造成损伤，严重的会有猝死风险。因此，建议市民戴口罩时不要进行剧烈运动。另外，最近武汉除三民小区外，并未有新的确诊病例发现。据湖北省卫健委通报，截至2020年5月17日24时，全省现有确诊病例6例（均为武汉市），其中重症1例、危重症1例，现有疑似病例0例。显然，“二次爆发”为谣传。	假
疫情期间杭州给外籍人士发5000元疫情补助	网传一越南女子在接受媒体采访时称，疫情期间杭州给外籍人士发5000元疫情补助，经记者查证该说法不实。该女子发微博解释这是个误会，是电视台配音员将500念错成了5000，而这500元是杭州企业员工租房补贴。杭州市委、市人民政府于2020年2月20日曾发布相关政策，对当地按规定缴纳社会保险费、2019年全年工资收入低于7.2万元、未承租公租房和未享受政府住房补贴且在外租住房屋的企业员工，政府给予每人500元租房补贴。	假
新冠抗体重大突破，100%抑制病毒，4天内清除	1这个结论目前只是基于实验室细胞实验得出的，要证明该抗体是否真的对人体有效，还有待进一步的动物实验、人体临床实验结果的评估。2这家公司采用的筛选抗体来抑制病毒既不是新思路也不是什么新方法。目前，同时在开发抑制新冠病毒抗体的公司就有好多家，有几个还已经有了动物实验的结果。3虽然目前缺乏数据的支撑，但若这个抗体真像该公司宣传的那样强大，那很值得关注，如能通过接下来的考验并且成功，确实是为抗击新冠病毒提供了一个有效的预防手段。但在现阶段就宣称“100％有效”“不需要疫苗了”“重大突破”“向FDA申请紧急批准使用于临床”等，就太夸大其辞了，甚至有故意炒作的嫌疑。	假
荷兰以色列已开发出能使新冠病毒失效阻断感染的抗体	1这篇报道极具误导性。荷兰以色列两国确实正在开发抗体，但目前只是进行了体外实验，还没有证据显示这些抗体“能使感染者体内的新冠病毒失效”，也没有证据显示抗体能“阻止病毒感染人体”。2如何证明这些抗体可能用于抗击新冠病毒？首先需要进行动物实验、临床试验。事实上其实很多国家都开发了新冠病毒抗体，中国至少有3个团队已经获得中和抗体。	假
黑龙江省规定疫情期间乘电梯要背对背	网传的“乘客进入电梯后要背对背站立”系误读，黑龙江省电梯行业协会制定并发布的《新型冠状病毒疫情防控技术规范》中原文为“站在电梯轿厢内要向背站立不是面对面站立”。黑龙江省电梯行业协会秘书长张仰明解释道，“向背”并非“背靠背”，而是指面向同一方向，即后一个人看着前一个人后背的意思。	假
印度完了！印度新冠病人在街头突然倒地	实际上这几个视频都是 5月7日LG化学印度工厂有害气体泄露的相关视频，与新冠疫情无关。	假
天津大中小学、幼儿园开学时间3月17日前已确定	“天津市委市政府发布会议精神”信息为谣言，目前官方并未发布相关信息。截至3月17日，天津市具体开学时间仍未确定。	假
福建高三和初三年级3月23日开学	3月17日，福建省教育考试院发布声明称，关于福建省2020年春季开学通知的图文为P图造谣。 ​福建省教育考试院未发布开学通知，具体开学时间以省教育厅的官方通知为标准。	假
石正丽警告：对疫情不必太乐观，蚊虫或成第三宿主	3月17日，中国科学院武汉病毒研究所发表声明称，《石正丽凌晨发出警告：对疫情不必抱有太大乐观，蚊虫或成第三宿主》系谣言，石正丽研究员从未发布过任何相关信息。	假
《老人报》八年前预测新型冠状病毒会输入爆发	1网上流传的《老人报》报道截图，显示的是2012年10月3日的报道《中国不排除新型冠状病毒输入可能》。标题所指的“新型冠状病毒”不是现在肆虐全球的新型冠状病毒COVID-19，而是2012年9月在沙特阿拉伯发现的MERS-CoV（中东呼吸综合征冠状病毒）。2冠状病毒为一类大型家族病毒，包括从普通感冒到严重急性呼吸道综合征（SARS）等可导致人类罹患的系列疾病。虽然COVID-19和MERS-CoV同属于冠状病毒，但两者的核苷酸存在差异，属于不同病毒。感染后的症状与死亡率也不相同。目前，中东呼吸综合征冠状病毒的起源尚不十分清楚。	假
日本医生建议：大量喝水保持喉咙湿润，预防新冠病毒	1我们常见的疾病，比如感冒、流感、病毒性肺炎主要是通过咳嗽、喷嚏以及空气播散的飞沫在人际间传播。其中上呼吸道中的鼻、咽粘膜上皮细胞是最初的感染部位，也就是咽喉处并不是造成感染的唯一部位。2不可否认喝水对身体的帮助，但是喝水保持咽喉湿润就能预防病毒没有任何依据，咽喉湿润也无法避免病毒会通过上呼吸道进入下呼吸道（支气管、肺部等），15分钟喝一次水更是不切实际。3相对于无孔不入的病毒，保持手卫生更为重要，在接触疑似病人、疑似污染物后，勤洗手，避免不洁净的手直接揉鼻子或眼睛。	假
视频：特朗普感染新冠肺炎，演讲时晕倒，副总统接任	1美国总统特朗普因感染新冠病毒在演讲过程中晕倒的说法系谣言。根据美国白宫对外公布的消息，特朗普新冠病毒的测试结果呈阴性，他最近也没有进行大的竞选造势演讲。2网上流传的“特朗普演讲晕倒”的视频发生于2016年11月5日，当时特朗普在内华达州雷诺市进行总统竞选造势演讲。据《卫报》报道，在特朗普发表演讲时，舞台附近发生了骚乱。几名目击者声称他们听到"他有枪"的叫喊声。现场数百人涌向雷诺大厅的后面。视频中特朗普单手遮蔽双眼，被护送下演讲台，并不是因为身体不适，更没有晕倒。骚乱过后特朗普完成了演讲，随后在个人社交媒体账号上表示感谢。	假
C罗买下了一座小岛暂住，以隔离新冠病毒	13月11日，意甲尤文图斯足球俱乐部通过官方网站宣布，后卫鲁加尼在新冠肺炎检测结果为阳性。而C罗则因队友确诊新冠肺炎被隔离。2据《每日邮报》3月13日报道，C罗与其家人正在家乡葡萄牙马德拉隔离，马德拉地区政府首脑Miguel Albuquerque说，出于信息保护原因，无法谈论细节，但可以保证，C罗目前没有感染的可能。当地卫生部长Pedro Ramos说：“运动员（C罗）和他的家人都没有出现症状。”3“C罗买岛”一说其实来源于其2015年买岛送给经纪人一事，当时C罗的经纪人门德斯与其妻子补办婚礼，C罗买下了希腊的一座小岛作为结婚礼物送给门德斯。	假
连云港市东海县境外回国人员确诊新冠肺炎	1“东海县聚龙公馆被带走的疑似病例今日被查出确诊”的消息不实。东海县新型冠状病毒感染的肺炎疫情防控指挥部办公室发布公告称，经核查，3月4日，东海县聚龙名苑小区张某从泰国经上海返回东海县，返县后已进行居家隔离管理，3月10日，张某出现轻微咳嗽症状，无发热。2为了排除新冠肺炎隐患，张某被送往定点医院进行隔离治疗。目前张某核酸检测为阴性，仍在定点医院接受观察。	假
北京一名代购韩国扫货回国后不隔离	附近居民认为该名代购没有遵守规定隔离，于是向警方进行了举报。警方根据相关信息进行查询后并没有查到该韩国代购的出入境记录。负责处理此事的民警联系到这名代购的爱人，对方也表示妻子近期没有出国。	假
武汉殡仪馆招募义工，工资日结，4000元/晚	潇湘晨报记者按照义工招募信息中的电话，联系上何先生。何先生称：“因为疫情的事，要建一些临时建筑，我有挖掘机，需要招挖掘机司机，于是就是朋友圈、微信发了招聘启事。”令他没料到的是，手机号泄露了，被人造谣编排成了“招抬尸工”的信息。目前，何先生已在孝感、武汉分别报警。	假
西班牙生物学家：C罗梅西收入高，找他们要疫苗	流传说法中图片的原始出处是2018年4月摩洛哥政府官网的一篇报道。并不是什么西班牙生物学者炮轰“科研人员收入低，C罗梅西收入高”，而是时任西班牙农业大臣的特赫里纳（流传图片里的女士）在采访中评价摩洛哥的农业发展问题。	假
成都已通告中小学分别在4月7、13、20日开学	1该微信公号3月19日确实发布了关于某市开学的消息，但文章里说的是“延安市”，并非成都市。2截至3月20日，四川省教育厅与成都市教育局暂未发布任何关于开学的通知。此前，四川省教育厅与成都市教育局都曾回应关切表示，具体开学时间一经确定，定会提前向社会公布。 	假
如果身边朋友同事得过新冠肺炎，今后两年绝不能接触	1病毒感染治愈后，人体内会有一些抗体，起到保护作用。这些人群除非再次感染，否则就跟普通人一样，大家没必要对他们敬而远之。一百多年前的流感，刚出现时带来上千万人死亡，现在每年都会流行，只是死亡人数并没有出奇的多。随着这么多年对流感病毒的研究、抗流感药奥司他韦的出现、流感疫苗的成功研发、关于手卫生及相关科普的普及，流感开始变得可防可控，大家现在慢慢也习惯了这个病毒。2那么，新冠肺炎病毒的防控要变得可控，是否也需要上百年？这个现在不太好预测，不同的病毒有不同的特性，现在我们对新冠肺炎病毒的了解还不够多，过度恐慌和过度放松都不合适。而相关的药物研究和疫苗研究其实已经开始进行了。	假
NBA球员欧文等三人新冠病毒检测结果呈阳性	3月19日，布鲁克林篮网队官方微博辟谣称，关于“布鲁克林篮网队病毒检测结果公布，欧文等人病毒检测结果呈阳性”的消息不属实。	假
江西省3月19前已官宣各级学校于4月5日分批开学	网传“报告”中的开学信息不实。3月19日上午，江西省教育厅相关负责人表示，目前江西省春季开学时间尚未确定，确定后会及时发布通知，并且提醒市民，疫情期间，请大家不信谣、不传谣，一切要以官方权威信息为准。	假
市政府会仪（议）精神：3月22日可点对点返鄂返汉	武汉广播电视台通过其官方微博回应网传说法：记者已核实，在社交媒体流传的“市政府会议精神”系谣言。	假
为让民众在家隔离，普京在街上放了800只狮子老虎	1狮子出现在城市内街道上的图片是2016年的老图，图片拍摄于南非约翰内斯堡。据《每日邮报》报道，当时某电影制作方向当地动物园借了狮子用于拍摄，有人拍到了照片并发布在了网上。一些配有“Breaking News”（突发新闻）字样的狮子图则是用假新闻生成器制作的。2据塔斯社报道，俄罗斯第一副总理于3月21日接受采访时表示，尚无计划命令俄罗斯公民留在家中。	假
美国24小时内搭建180座野战医院，遍布美国各地	1流传图片里的“战地医院”并非来自美国，而是德国、西班牙和斯洛文尼亚的军事医院或救援中心。2据媒体引述美国国防部21日的说法，美国确实有计划建立野战医院，目前18个州已经动用了国民警卫队，但具体进展尚不清楚。	假
通知：全国的国际航班一律全部由上海承担飞行	1经查证，民航局从来没有发布过类似计划。2仍有境外航班飞抵国内其他城市，仅有个别北京航班调整到上海，除了部分原伦敦飞北京航班改飞上海外，其它城市暂时没有分流到上海的。3从中国民用航空局官网查询后获悉，每家航司在每条航线上的航班量只减不增。	假
受疫情影响，游客减少，威尼斯出现天鹅和海豚游泳	《国家地理》杂志已经对这些图片进行了查证，天鹅游泳的照片是在布拉诺岛拍摄，这是大威尼斯地区的一个小岛，和我们熟知的威尼斯市并不一样。海豚游泳的视频则是在撒丁岛拍摄的，这个岛在意大利西南部，是地中海的第二大岛，距离威尼斯800公里。	假
广州“女毒王”照片曝光，戴墨镜在国外游玩	1流传文章里所附的女子照片并非广州出现的新冠病例，而是微博上一位旅游博主在2016年拍的旅游照片，该照片跟广州“女毒王”没有任何关系。目前，该博主已在微博进行澄清，发布相关信息的游戏博主也删博道歉。2根据广州疾控中心发布的公开信息，3月17日确有包括刘某在内的3例境外输入型病例，刘某此前从广州出发去泰国旅行，回国后还去广西出差，后在中山大学附属第一医院确诊。网上流传的“女毒王4天坐遍广州每一条地铁线路”的说法有待证实。	假
美国启用10艘医疗舰驶入纽约港，收治新冠肺炎病人	1根据央视军事的报道，美国联邦政府确实有计划派遣医疗舰，但并非流传说法里的“10艘”。美国海军目前只拥有两艘医疗舰，分别是“仁慈”号和“舒适”号。2医疗舰目前尚不能接受传染病人，主要收治普通病人，缓解民用医疗资源压力。3美国国防部也发布信息称，1000张病床是指除了医疗船外，美国军方还可以提供其他可部署医疗单位来提供约1000张病床。	假
斯坦福大学：能憋气10秒就没感染新冠病毒	1斯坦福大学在社交媒体上发布辟谣信息称，网上传播的自我检测新冠病毒方法（憋气10秒自测等）都是虚假信息，并非来自斯坦福大学。2斯坦福大学卫生保健部发言人丽萨·金在接受媒体采访时也称网上流传的帖子与斯坦福大学无关，且包含的信息是不准确的。3新冠肺炎并不存在自测的方法，目前主要还是依靠病原学和血清学检查，医生也会结合流行病学史和临床表现综合判断。	假
比尔盖茨发表公开信，称“病毒是伟大的纠错”	1网传的“比尔盖茨公开信”确实刊登在英国《太阳报》，但该内容是伪造的。3月23日夜间，“盖茨基金会”官方微博发表声明，证实该文章为虚假消息，并且已从《太阳报》网站删除。《太阳报》的发言人表示，该报错误地把流传在某社交应用的这封信刊出了，并对此错误深表歉意。2英国歌手约翰·列侬的儿子朱利安·列侬对这封“公开信”的转发使其得到了大范围的传播，虽然朱利安·列侬在转发时标注了“我还没有验证这是不是比尔盖茨说的”，但随着消息的传播，该内容直接被当做是比尔盖茨说的了。3迄今为止，比尔盖茨并未就新冠病毒发表过信中的“鸡汤式”观点，数天前比尔盖茨在关于新冠疫情的访谈中提到的都是非常务实的内容。	假
意大利不再给60岁以上的新冠肺炎患者戴呼吸机	13月22日，Gal Peleg医生本人通过其社交账号两次回应“意大利不再给60岁以上的新冠肺炎患者戴呼吸机”的说法，他表示无论什么年龄层的人都能得到合适的治疗，没有人被忽略。自己也从未说过“60岁以上病患得不到治疗”这样的话。2据意大利著名记者主持人恩里科·门塔纳创立的Open网站报道，Gal Peleg医生所在的帕尔玛市“并没有像报道中说的那样比其他大区更缺少呼吸器材”，病房床位也在增加。	假
首部抗疫剧钟南山饰演者已确定为陈道明	红星新闻记者联系了该剧集出品方相关人士，对方表示陈道明出演钟南山的消息是假消息，演员挑选工作还未开始。	假
中铁十九局发布意大利建方舱医院招工简章	1招工简章中的联系电话已关机。较真团队3月23日电话联系了中铁十九局，对方否认有意大利修建方舱医院的项目。23月24日，中铁十九局官方微博辟谣：网上出现“中铁十九局意大利建方舱医院招工简章”的信息，该消息纯属谣言。中铁十九局集团有限公司所有招工、招生及采购信息都会通过自有媒体平台以及合法的官方媒体平台发布，不会通过任何私人媒体发布。	假
海关不允许携带或寄递口罩出境	1根据12360海关热线官方微博发布的信息，目前并没有禁止携带、寄递口罩出境的规定。宁波海关也统计了3月1日至18日的出境邮件，监管验放疫情防控物资12万余件，其中防护口罩占比高达95%，将发往日、美、澳、英等国。 2根据海关总署2010年43号公告规定，针对个人的口罩出境政策，目前只对口罩价值有一定限制，个人发往海外的物品限额1000元，超过该限额需要按照货物规定办理通关。旅客携带的行李物品或寄递物品，在自用范围内的允许出境，且不会征税。	假
新冠肺炎患者治愈后要佩戴14天手环	1网络流传的老人戴手环脚环的照片发生在香港，而不是内地。流传说法里提到的“这个标识代表被感染新冠肺炎治疗好后两周内佩戴”的说法也不属实。2这个手环不是标记出患有新冠肺炎的人，而是香港政府3月19日开始的一项措施，要求中国以外地区抵港人士统一进行14天的强制检疫措施，所有接受强制检疫的人，都会佩戴电子手带，配合手机APP使用。3香港政府资讯科技总监在回答记者提问时说流传照片里老人佩戴的是第一代电子手带，包括手带和脚环。	假
一对夫妻登记结婚，男方叫辛冠，女方叫费妍	流传结婚证里的照片当事人接受采访时辟谣：照片是他们的，但是名字和结婚日期跟他们没有关系，自己的照片是被人冒用的，他们领证的时间是2018年2月，而非流传图片里的2017年。	假
湖北疫情反弹医疗队暂缓离鄂	1网上流传的图片是湖北省疫情防控指挥部发布的《关于国家及各省援鄂疾控工作队暂缓离鄂的通知》，标题和内文都写明是“援鄂疾控工作队”，并不是医疗队，各省的援鄂医疗队已在有序撤离。2“援鄂疾控工作队”暂缓离鄂也不是因为疫情反弹或加重，而是要承担一项任务。据国家卫健委前方工作组防控组社区防控专家组长吴浩接受央视新闻的采访，疾控队伍留在当地，还要承担复工复产的准备工作，做应急预案、重点消杀，还要对全（湖北）省的相关医务人员和行政部门相关人员进行全省大培训。	假
每天用肥皂洗鼻窦可以降低感染肺炎风险	新型冠状病毒会通过鼻黏膜造成感染，预防上主要是勤洗手，避免不干净的手触摸鼻子，或戴口罩隔离飞沫，洗鼻无法持续提供防范，也就无法降低感染肺炎风险。	假
